label,duration,start.time,peak.freq(max),peak.freq(mean),peak.freq(minentire),peak.freq(maxentire),file.name
flat - harmx,0.0803,114.6926,41500,41000,39500,42900,T0000145
flat,0.0148,114.8779,43400,44400,43400,45400,T0000145
flat,0.0998,126.6058,43900,43400,41500,44900,T0000145
flat,0.0435,126.9002,40000,40500,39500,41900,T0000145
flat,0.0143,128.1914,44400,43900,42900,45400,T0000145
flat,0.0634,128.7761,41900,41900,41500,42900,T0000145
flat - harmx,0.0936,128.9318,38500,39000,37500,41500,T0000145
flat,0.0353,129.1243,41900,41000,39500,43400,T0000145
flat - harmx,0.0179,129.2723,41900,41900,40500,44400,T0000145
flat - harmx,0.0742,129.9015,46300,46800,44900,47300,T0000145
flat - harmx,0.0942,130.0766,43900,44900,41900,46800,T0000145
short - harmx,0.0097,130.2763,48300,47800,46800,48800,T0000145
flat,0.0936,143.2273,38500,36600,35600,38500,T0000145
flat,0.0225,144.1377,36100,35600,35100,36100,T0000145
flat,0.0312,145.8201,36600,37100,36100,38500,T0000145
short-sd,0.0056,155.117,86400,86900,52700,88300,T0000145
flat - harmx,0.0865,155.4657,40500,40000,38500,43400,T0000145
flat,0.1387,155.6433,35600,36100,35100,37500,T0000145
short-c,0.0061,159.574,62000,61500,60500,73700,T0000145
short-c,0.0035,159.6262,83000,83400,75100,84400,T0000145
flat - harmx,0.0501,186.4427,48800,48300,46800,49300,T0000145
short,0.0046,202.7847,49300,49300,48800,49800,T0000145
short,0.001,202.818,55600,55100,55100,56100,T0000145
flat,0.022,215.0727,49800,49800,49300,50200,T0000145
flat - harmx,0.0742,259.3674,41500,41500,40000,41900,T0000145
short,0.0025,272.3706,55600,55600,52200,57100,T0000145
short-c,0.0025,272.4275,87800,85900,85900,90800,T0000145
flat,0.0163,275.0883,42400,41900,41500,42400,T0000145
flat,0.1249,277.4313,35100,35600,34600,38500,T0000145
flat,0.0266,297.3829,40500,40500,40000,41000,T0000145
flat - harmx,0.0819,325.9765,39500,39000,37100,42400,T0000145
flat,0.0291,358.7415,51700,51700,49300,52200,T0000145
flat,0.0599,367.2652,38000,38500,37500,41000,T0000145
step down,0.0327,377.8539,86400,86400,50700,86900,T0000145
flat,0.0604,380.9448,41500,41500,40500,43900,T0000145
flat - harmx,0.0368,479.2314,43400,43400,41500,43900,T0000145
flat,0.0563,526.5172,46800,47300,42900,48300,T0000145
short-su,0.0025,547.5087,84900,84900,48800,84900,T0000145
flat,0.0368,590.5694,49300,48800,45400,49300,T0000145
flat,0.0163,594.6536,52200,51700,51200,52200,T0000145
flat,0.0957,595.4785,44400,45400,42900,47300,T0000145
short,0.003,597.5326,53700,53200,52700,53700,T0000145
short,0.0092,599.5827,50200,50700,50200,51700,T0000145
flat,0.0168,600.0563,49800,49800,48800,50700,T0000145
short,0.0025,600.7229,62500,62000,61000,62500,T0000145
short,0.0061,602.3265,67300,66800,60000,69300,T0000145
flat,0.0537,602.4063,35100,35600,34600,36100,T0000145
short-c,0.0051,602.5625,63400,62500,60500,72700,T0000145
short-c,0.0061,604.1441,63400,62000,57600,68300,T0000145
short-c,0.003,610.5661,62500,62500,60500,63900,T0000145
flat - harmx,0.0184,611.2158,46300,46800,46300,49800,T0000145
complex,0.0537,631.3692,44400,44400,42400,45400,T0000145
flat,0.0716,631.5371,43400,43400,42400,44400,T0000145
flat,0.0215,703.0733,51200,51200,50200,51700,T0000145
flat,0.0409,707.3269,52200,52200,50200,53200,T0000145
short,0.003,707.8184,50700,50200,50200,50700,T0000145
short-c,0.0097,707.8676,74700,75100,73700,76100,T0000145
short,0.0035,708.3612,74700,74700,73700,75100,T0000145
short,0.0102,711.2872,52700,52700,52200,53700,T0000145
short,0.0051,714.0587,50200,50200,50200,50200,T0000145
short,0.0025,714.9603,76100,76100,75100,77600,T0000145
upward ramp,0.0189,716.7785,84900,84900,77100,85900,T0000145
upward ramp,0.0158,717.5639,83900,84400,75100,85400,T0000145
flat,0.046,765.9478,49800,50700,48800,51700,T0000145
flat,0.0773,800.3041,34100,33600,32700,37100,T0000145
short,0.0092,0.1157,47800,47800,47300,48300,T0000159
flat harmx,0.0414,0.4357,40000,39500,39000,40500,T0000159
flat-z harmx,0.0972,0.5928,40500,40500,35600,41500,T0000159
flat-mz harmx,0.0967,0.9456,40000,40000,36600,42900,T0000159
flat-mz harmx,0.1182,1.1376,40500,41000,36600,45800,T0000159
short-ur,0.0066,1.6716,60500,60500,54600,64900,T0000159
short-ur,0.0046,1.9287,56600,56600,51200,57100,T0000159
short harmx,0.0035,2.0766,50200,49800,47300,50700,T0000159
short harmx,0.0035,2.3905,52700,52200,50200,53700,T0000159
flat,0.0163,3.0202,44400,43900,43400,44900,T0000159
flat,0.0138,3.4944,42900,42900,42400,43400,T0000159
upward ramp,0.0302,3.5573,61000,57600,48300,64900,T0000159
short,0.0015,4.3924,54600,54100,52700,55600,T0000159
flat,0.0716,4.4559,42900,41900,41000,42900,T0000159
flat,0.0583,4.5486,42900,41000,39500,43400,T0000159
flat harmx,0.0819,5.0396,44400,41900,40500,45800,T0000159
short,0.0051,5.442,45800,45800,45800,46300,T0000159
flat,0.0179,5.5608,45800,45800,43900,46300,T0000159
short-ur,0.0051,6.4701,66400,66400,64900,70300,T0000159
short-ur,0.0092,6.6094,56100,55600,52200,57100,T0000159
flat,0.0194,6.7409,43900,43400,42400,43900,T0000159
flat harmx,0.0368,6.9094,41500,41900,41500,43400,T0000159
flat harmx,0.0655,7.3779,41500,41000,39000,42400,T0000159
flat-mz harmx,0.1192,7.5043,40000,38500,36100,41900,T0000159
flat,0.0194,8.0471,42900,42900,41500,43900,T0000159
flat harmx,0.0706,8.4244,36100,36100,35600,36600,T0000159
flat,0.0256,8.5196,43400,42900,41500,43900,T0000159
flat harmx,0.024,8.7485,38000,38000,37500,42900,T0000159
short,0.0035,9.2584,59500,59500,56600,60500,T0000159
flat,0.0312,9.6737,41900,41500,40500,42400,T0000159
flat-z harmx,0.0727,10.3009,41000,36600,36100,41500,T0000159
flat-z,0.0337,10.4744,41900,37500,36600,42900,T0000159
flat,0.0296,10.6229,41900,42400,41900,42900,T0000159
step down harmx,0.0332,10.7612,43400,43400,42400,66800,T0000159
flat-z harmx,0.0727,10.9158,41500,36600,35600,42900,T0000159
step down,0.0465,11.0848,59500,37500,37100,60000,T0000159
flat-z harmx,0.0609,11.2506,36600,36600,35600,42400,T0000159
short-ur,0.0035,11.3377,62000,61500,59000,62500,T0000159
flat,0.1356,12.1512,35600,34600,33200,39500,T0000159
flat,0.1064,12.3904,34600,33200,31700,39500,T0000159
flat,0.0378,13.0314,34100,34100,33600,34600,T0000159
flat,0.023,13.2131,45800,45800,45400,46300,T0000159
flat,0.0768,14.2868,40000,39500,38000,42900,T0000159
flat,0.1024,14.6042,40000,40000,39500,42400,T0000159
flat-z,0.1044,14.8014,36100,36100,35100,40500,T0000159
flat,0.0527,15.0113,40500,40500,40000,41500,T0000159
flat,0.0225,15.1751,43400,42900,41900,43400,T0000159
flat,0.0609,15.3364,35100,35600,34600,36600,T0000159
flat harmx,0.067,15.492,36100,35600,34600,36600,T0000159
flat,0.0512,15.6615,35100,35600,35100,37100,T0000159
short,0.002,19.1815,41900,42400,41900,42400,T0000159
short,0.0015,20.972,76600,76100,76100,76600,T0000159
short,0.0015,21.2776,47300,46800,119600,0,T0000159
flat-z harmx,0.0691,24.3906,37100,36600,36600,42900,T0000159
flat harmx,0.0609,24.58,37100,36600,36100,37500,T0000159
short,0.0005,24.8739,53200,53200,53200,53200,T0000159
short,0.0025,27.0177,57600,57100,55100,58100,T0000159
short,0.0005,28.6069,44900,44900,44900,45400,T0000159
short,0.0066,28.7687,47300,48800,45800,49800,T0000159
flat,0.0143,28.994,42900,42400,42400,42900,T0000159
flat,0.0184,31.149,46300,46300,43400,46800,T0000159
flat,0.0168,31.6211,43900,43900,42400,44900,T0000159
flat,0.0122,32.7219,45400,44900,44400,45800,T0000159
short,0.003,33.3532,47300,47800,47300,48300,T0000159
short-ur,0.0056,37.4236,54600,55100,53700,57600,T0000159
short-ur,0.0035,37.888,63400,62900,60000,65400,T0000159
short,0.0076,39.4055,77100,77100,77100,77100,T0000159
short-ur,0.0056,39.6323,83000,82000,76600,83000,T0000159
short,0.001,41.0296,,113200,57600,57600,T0000159
flat,0.0547,42.6076,42400,41900,40500,42900,T0000159
flat-z,0.0486,42.7837,35600,38500,35100,35600,T0000159
flat,0.0168,43.4585,41000,41000,41000,41900,T0000159
flat,0.0686,43.7544,36100,34600,33600,37500,T0000159
flat harmx,0.0798,45.1143,44400,44400,41500,44900,T0000159
flat harmx,0.0911,50.201,40000,45800,37100,47300,T0000159
shrot,0.0097,50.3214,51200,50700,49300,52200,T0000159
flat harmx,0.043,50.3936,41000,41000,39500,41500,T0000159
short,0.0005,51.4862,52700,52700,52200,52700,T0000159
flat,0.0599,51.7232,36100,36600,36100,37100,T0000159
short-ur,0.003,52.3535,65900,65900,62000,68300,T0000159
short,0.0066,52.4001,56100,56100,53700,57100,T0000159
short,0.0046,52.6039,63400,62900,61000,63900,T0000159
short,0.0035,52.8414,58100,57600,56600,58500,T0000159
flat,0.0701,53.5377,42900,42900,41500,43400,T0000159
flat,0.0424,53.7804,48800,48800,47300,49800,T0000159
flat,0.0133,53.9724,46300,45400,46300,46300,T0000159
short-ur,0.0071,54.1665,56600,55600,52700,60500,T0000159
short,0.0005,55.4306,20500,20500,119600,0,T0000159
flat,0.0143,56.6174,57600,57600,57100,58100,T0000159
flat,0.0737,59.0581,47300,46800,43900,48300,T0000159
flat harmx,0.0737,59.2414,42400,42400,38500,44900,T0000159
flat harmx,0.0148,60.0135,43900,43400,41900,44400,T0000159
flat,0.0158,60.1512,44400,44400,42400,44900,T0000159
flat,0.0455,60.2449,38000,38000,37100,39000,T0000159
short,0.002,60.4308,,45800,119600,0,T0000159
flat,0.0414,60.8829,42400,41900,40500,43900,T0000159
flat harmx,0.0624,61.1962,41500,41900,40500,43400,T0000159
flat,0.0199,61.3703,45400,45400,44900,46300,T0000159
flat,0.0317,63.8279,41000,41500,41000,41500,T0000159
flat-mz,0.0588,64.0179,37500,37100,37100,41900,T0000159
flat,0.0998,64.1925,40500,39500,38000,41500,T0000159
flat,0.0527,64.4065,39500,39000,38500,39500,T0000159
flat harmx,0.1566,65.7791,43900,43900,39500,44400,T0000159
flat harmx,0.0327,66.0556,43900,43900,41900,44400,T0000159
flat harmx,0.0378,66.2225,44400,43900,41900,44900,T0000159
flat harmx,0.0573,66.7591,45400,44400,43400,46300,T0000159
flat harmx,0.0189,67.416,42400,41900,41500,42900,T0000159
multi-step,0.065,67.7268,34100,34100,33600,77100,T0000159
short,0.0081,67.8594,64400,63900,60500,64400,T0000159
short,0.0102,67.9505,47300,46800,45400,47300,T0000159
short,0.0066,68.0627,40500,40000,39500,40500,T0000159
flat-z harmx,0.0921,68.1912,40500,35100,34600,41000,T0000159
flat,0.0281,68.3847,40000,39500,36600,40500,T0000159
flat,0.0215,68.545,41900,41500,40500,42400,T0000159
short,0.002,68.6069,64400,64400,63900,64400,T0000159
flat harmx,0.11,68.6858,43400,43400,38500,44900,T0000159
flat,0.0624,68.8199,35100,35100,33600,35600,T0000159
flat harmx,0.0204,69.2746,41500,41000,39000,41900,T0000159
flat,0.1239,69.4789,41000,40500,40000,43400,T0000159
flat,0.0491,71.1838,44400,44400,43400,45400,T0000159
flat,0.0204,71.3523,46800,46800,43900,47300,T0000159
flat,0.0517,73.9496,44400,44400,43400,44900,T0000159
flat harmx,0.0552,74.2338,42900,42900,42400,43400,T0000159
flat,0.0179,74.4007,46300,46800,44900,48800,T0000159
flat harmx,0.1397,74.5175,42900,41500,39000,43900,T0000159
flat-mx harmx,0.1141,74.7514,34100,34100,33200,38500,T0000159
flat,0.0778,75.1109,39500,42400,38000,42900,T0000159
flat,0.0271,75.2435,44400,44900,43900,46300,T0000159
flat,0.0337,75.396,43400,43400,42400,43900,T0000159
flat,0.0158,75.5589,44900,44400,43400,45400,T0000159
flat harmx,0.1013,75.6387,34600,34600,33600,39000,T0000159
flat harmx,0.0885,75.8282,33600,33200,31700,34100,T0000159
flat harmx,0.0465,76.0094,34100,34100,33200,34600,T0000159
flat,0.0358,76.1753,34100,34100,33200,35100,T0000159
flat harmx,0.0578,76.9704,41900,42400,37500,43400,T0000159
flat harmx,0.0307,77.1302,44400,44900,43400,46300,T0000159
short,0.0097,77.6975,46300,45800,45400,46300,T0000159
flat harmx,0.0609,77.8362,44900,44900,43400,45800,T0000159
upward ramp harmx,0.0424,78.7,59500,59000,43400,60000,T0000159
flat,0.0363,80.4838,46300,46300,43900,46800,T0000159
flat,0.0153,80.8632,46800,45800,44400,47800,T0000159
flat-mz,0.1428,81.0306,34600,37500,34100,40500,T0000159
flat,0.0343,81.2851,40000,41000,39500,42400,T0000159
flat harmx,0.045,81.4658,43400,43400,42400,43900,T0000159
flat,0.0368,81.6066,39000,39500,38500,41000,T0000159
flat harmx,0.0819,81.7571,42400,41900,41000,43400,T0000159
flat,0.0512,82.0505,41000,41500,40500,43400,T0000159
flat,0.0235,82.2123,42900,42900,41900,44400,T0000159
short,0.0051,82.8052,43900,43900,43400,44400,T0000159
flat-z,0.0501,82.9327,39500,35600,35100,40000,T0000159
flat,0.0798,83.0878,33600,34100,33200,34600,T0000159
flat,0.0358,83.8855,38500,38500,35600,40000,T0000159
flat,0.0107,84.0483,41500,41000,40500,41900,T0000159
flat,0.0701,84.5506,43900,43900,42900,45400,T0000159
flat harmx,0.11,85.3888,41500,42900,41000,43900,T0000159
flat-z harmx,0.131,85.7159,39500,39000,33600,40500,T0000159
short,0.0071,85.9786,35100,34600,34100,35100,T0000159
flat,0.0353,86.5663,40000,40000,39500,40500,T0000159
flat-z harmx,0.0839,86.6452,34100,34100,32700,78100,T0000159
flat harmx,0.0281,86.8254,40500,40500,39500,42400,T0000159
flat harmx,0.0184,86.9836,41500,41000,40000,41900,T0000159
flat,0.0261,87.126,40500,40500,40000,41500,T0000159
flat-mz,0.0363,87.4158,35100,35600,35100,39000,T0000159
flat,0.0225,87.576,40500,41500,40500,42400,T0000159
flat,0.1136,88.2503,34600,33600,32200,35100,T0000159
flat,0.0855,88.449,32700,32700,32200,34100,T0000159
flat,0.1008,88.7951,34100,32700,31200,34600,T0000159
short,0.0076,89.004,35100,35600,34600,38000,T0000159
flat,0.0455,89.2789,33600,33200,31200,34600,T0000159
flat,0.1064,89.6732,32700,31700,30700,33200,T0000159
flat,0.0686,90.1186,30700,30700,30700,31700,T0000159
flat,0.0266,90.4678,43400,43400,41500,45400,T0000159
flat,0.089,91.4257,32200,32200,31200,33600,T0000159
flat harmx,0.1095,91.6899,41500,41000,40000,44400,T0000159
flat harmx,0.023,93.7722,37500,37500,36600,39000,T0000159
short harmx,0.0092,94.3784,43900,43900,42400,45800,T0000159
short harmx,0.0102,94.6616,43900,43900,43400,44400,T0000159
short harmx,0.0092,94.8157,42400,42900,42400,43400,T0000159
flat-mz,0.1792,96.0148,43900,44900,35100,47300,T0000159
flat harmx,0.0967,96.28,43400,42900,41000,43900,T0000159
flat,0.0312,96.4843,43400,43400,41900,43900,T0000159
flat,0.1075,98.6137,40000,40500,36100,42900,T0000159
short,0.003,98.8405,41500,41500,41500,41500,T0000159
flat-z,0.0762,99.8256,35600,35600,34600,41500,T0000159
short,0.003,99.9413,51700,51700,51200,52200,T0000159
flat harmx,0.0512,99.993,35600,35600,35600,36600,T0000159
flat-z harmx,0.0798,100.142,35100,40500,34600,41500,T0000159
flat,0.0128,100.334,38000,37500,36600,38500,T0000159
flat,0.0179,100.4794,41500,41500,41000,41900,T0000159
flat-z,0.0762,100.6156,35100,39500,34100,40500,T0000159
flat-z,0.0389,100.7907,36100,36100,35600,40000,T0000159
flat-mz harmx,0.1356,101.2986,40500,40500,35600,80000,T0000159
flat,0.132,101.55,33600,33600,32700,39500,T0000159
flat harmx,0.0501,103.9303,42400,41900,41500,42400,T0000159
short,0.0092,105.1274,45800,45800,45800,46300,T0000159
flat,0.0645,105.2569,44900,43400,42400,47300,T0000159
flat,0.0583,106.0654,46800,45800,42900,46800,T0000159
flat,0.0174,106.2538,44900,44400,43400,44900,T0000159
flat,0.1254,106.5497,46300,46800,41900,47800,T0000159
short,0.0035,106.8057,,47300,119600,0,T0000159
flat,0.1239,108.6679,36600,37100,35100,38000,T0000159
flat,0.0348,108.9305,40500,40500,40000,41500,T0000159
flat,0.0189,110.5126,42400,42400,41900,42900,T0000159
flat,0.0558,111.6441,42400,42900,41500,43900,T0000159
flat,0.0896,112.5365,45800,45400,43900,46300,T0000159
flat,0.046,113.1069,43400,43400,42900,43900,T0000159
flat,0.0583,113.6721,46300,45800,44400,46800,T0000159
flat,0.0655,113.8109,42400,42400,40500,42900,T0000159
flat,0.0271,113.9927,44900,44400,42900,44900,T0000159
flat,0.0194,114.1437,44400,44900,43400,45800,T0000159
flat harmx,0.087,116.0898,43400,43400,42400,46300,T0000159
flat harmx,0.0583,116.2654,44900,43900,42400,46300,T0000159
short,0.0097,116.4426,45800,45800,44900,46800,T0000159
short,0.0061,116.6141,44400,44900,44400,45800,T0000159
flat,0.0952,120.856,39500,39500,38500,41500,T0000159
flat,0.0199,126.1859,50200,50200,48300,51200,T0000159
flat-z harmx,0.0481,126.3477,38000,46300,37100,46800,T0000159
flat-z harmx,0.0583,126.4967,37500,38000,37500,46300,T0000159
flat,0.023,126.6682,46300,45800,45400,46800,T0000159
short harmx,0.0117,127.1562,47800,47300,46300,47800,T0000159
flat,0.0225,133.5357,46800,47800,44900,49300,T0000159
flat,0.0215,133.6821,48300,48300,45800,49800,T0000159
short,0.0066,133.8311,48300,48300,47300,48800,T0000159
short,0.0066,133.974,46300,46300,45800,46800,T0000159
short,0.0102,134.1337,45800,45800,45400,46800,T0000159
flat,0.0762,136.5954,43400,43400,42900,43900,T0000159
complex,0.064,136.7418,46300,47300,43900,50200,T0000159
flat,0.0588,137.5564,37100,37100,36100,38500,T0000159
flat-z harmx,0.1029,137.7126,36600,36600,35600,42900,T0000159
flat,0.0312,137.9159,43400,43400,42900,43400,T0000159
short,0.0051,138.0802,43400,42900,42400,43400,T0000159
flar harmx,0.0947,140.5603,45400,45800,43900,47300,T0000159
flat,0.0189,141.8567,58100,57600,56600,59000,T0000159
flat,0.0148,142.4076,45400,44900,44400,45400,T0000159
short,0.0076,142.4465,63400,63400,62000,63900,T0000159
flat,0.0532,142.701,60500,60000,58500,62900,T0000159
flat,0.0122,144.0547,42900,42900,42400,43400,T0000159
short,0.002,145.6865,55600,56600,54100,56600,T0000159
short,0.001,147.1856,61500,61500,60500,61500,T0000159
short,0.002,147.3126,66400,66400,65900,66800,T0000159
short,0.0066,149.5516,60000,60000,57600,61000,T0000159
short,0.0046,149.8931,72700,72200,69800,73200,T0000159
short-ur,0.004,150.2039,62000,58500,58100,62500,T0000159
flat,0.0343,151.6119,43400,43400,42900,44900,T0000159
flat harmx,0.1203,151.8489,45400,45400,42400,46300,T0000159
flat harmx,0.0624,152.066,45800,45400,43400,46300,T0000159
flat harmx,0.0296,152.4096,54100,54600,51700,56100,T0000159
short,0.0035,154.7345,70800,72200,69300,73200,T0000159
flat harmx,0.0675,154.7939,41900,41900,40000,42900,T0000159
short,0.0005,155.0141,74200,74200,73700,74200,T0000159
short,0.0035,155.3408,57600,57600,56100,59000,T0000159
short,0.0102,155.5635,52200,52200,52200,52700,T0000159
flat,0.0445,156.2142,45400,45400,42400,46300,T0000159
flat harmx,0.1617,156.5936,42900,43400,41900,84400,T0000159
short,0.0051,157.1537,45400,45400,45400,45400,T0000159
flat harmx,0.1689,158.4517,40000,39500,38500,43400,T0000159
short,0.002,161.5267,56600,56600,56600,57100,T0000159
short-ur,0.003,161.7489,73700,73700,69800,75100,T0000159
short,0.0051,162.0372,60000,60500,59000,62500,T0000159
flat,0.0225,162.2405,54100,53700,52700,54600,T0000159
short,0.0092,162.4985,52700,53200,52700,53700,T0000159
flat,0.0184,162.6798,44400,43900,43400,44900,T0000159
flat harmx,0.1387,163.0218,44400,43900,41900,44900,T0000159
flat,0.0286,163.2819,44900,44900,44400,45400,T0000159
flat,0.0337,163.6479,44400,44400,42900,44900,T0000159
short,0.0056,163.7422,61000,62000,60500,63400,T0000159
short,0.0061,164.2245,67800,67800,18500,69800,T0000159
short,0.002,164.2803,55100,55100,53700,56600,T0000159
flat,0.023,164.7047,47800,47800,45400,49800,T0000159
flat harmx,0.0414,165.5029,36100,36100,35100,37100,T0000159
flat,0.0332,165.7011,55100,56100,54600,57600,T0000159
short-ur,0.0112,166.0154,58100,60500,56600,62500,T0000159
short,0.0046,166.2387,62900,63400,62500,66800,T0000159
short,0.0035,166.4752,58100,58500,58100,59500,T0000159
flat harmx,0.1223,166.6554,41500,41900,40500,43400,T0000159
flat,0.0256,167.4629,43900,43900,42900,44900,T0000159
flat,0.1203,167.5806,45400,45800,41000,46800,T0000159
flat-z,0.1167,168.0619,36600,37500,36600,43900,T0000159
short,0.0005,168.5022,66400,66400,66400,66400,T0000159
flat,0.022,168.6563,45400,44400,42900,45400,T0000159
flat-z,0.1423,169.1284,39500,39500,34100,44400,T0000159
flat,0.1392,169.3875,34600,34600,34100,35600,T0000159
flat,0.1146,169.6593,34100,34100,33600,34600,T0000159
flat harmx,0.1689,170.0695,36600,35600,33600,36600,T0000159
flat harmx,0.1397,170.3198,34600,34600,33200,34600,T0000159
flat,0.0906,170.5876,35100,34600,34100,35100,T0000159
flat-mz,0.1095,172.2961,39000,36100,35600,39500,T0000159
short,0.0112,173.803,42400,41500,41900,42400,T0000159
flat harmx,0.0409,174.1347,42400,42400,41500,42900,T0000159
short harmx,0.0051,174.5966,40500,41000,40500,41000,T0000159
flat harmx,0.1756,178.3249,41000,41000,39000,43900,T0000159
flat harmx,0.1264,178.5902,40500,39500,38500,41000,T0000159
flat harmx,0.0967,178.8211,41500,41000,40000,42400,T0000159
flat,0.0128,179.0412,43400,42900,42900,43400,T0000159
flat,0.0143,180.2224,43900,43400,42400,43900,T0000159
flat,0.0348,180.3781,42900,42400,41500,43400,T0000159
short,0.0051,180.5445,41000,41000,41000,41900,T0000159
flat,0.0752,180.6397,46800,41500,41000,47800,T0000159
short,0.0025,182.7783,56100,55600,55100,56100,T0000159
flat harmx,0.0573,183.1618,41500,41500,41000,42400,T0000159
flat,0.0947,184.1228,40500,40000,39000,41900,T0000159
flat,0.0245,184.3497,37500,37500,36600,38500,T0000159
flat,0.0245,184.4986,43400,43400,42900,43900,T0000159
flat,0.0967,186.6495,43400,42900,40500,43900,T0000159
short,0.0056,187.032,43900,43400,43900,43900,T0000159
flat,0.0798,188.4477,46800,47300,44400,48300,T0000159
flat,0.086,189.0826,43900,42900,41900,45800,T0000159
flat,0.0322,189.6499,43400,43400,41900,43900,T0000159
flat-z harmx,0.0988,189.7241,35100,35600,34600,41000,T0000159
flat-z,0.0552,189.9304,36100,36600,36100,41500,T0000159
flat,0.0373,190.3057,35100,35600,34600,37100,T0000159
flat harmx,0.0819,190.4634,34100,34100,33200,36100,T0000159
flat,0.1259,191.5013,35600,36100,35100,37100,T0000159
flat,0.064,191.7352,36600,36600,35600,37500,T0000159
flat harmx,0.089,191.8556,44400,45400,43400,46800,T0000159
flat-z,0.0373,192.4428,44400,43900,37500,44400,T0000159
flat,0.0256,195.2122,41900,41900,41000,42400,T0000159
flat,0.1914,195.5962,36600,35600,34600,41000,T0000159
flat,0.087,195.8865,35600,35100,34600,36600,T0000159
flat,0.0327,197.0995,45800,46300,42400,48300,T0000159
flat,0.1674,197.5623,35600,34600,33600,36100,T0000159
flat,0.1141,197.8449,34100,33600,33200,35100,T0000159
flat,0.0686,201.9517,43400,43400,42900,43900,T0000159
flat,0.131,202.1877,43900,43900,42400,45400,T0000159
flat,0.0184,202.4494,45400,44900,43900,45400,T0000159
short,0.0005,202.6193,43900,43900,43400,43400,T0000159
flat,0.0778,202.6485,43400,42400,41500,43900,T0000159
flat,0.0573,202.9475,36600,36100,35100,37100,T0000159
flat,0.1582,203.8522,39500,38000,37100,41500,T0000159
complex harmx,0.2022,206.275,44400,44900,40000,46300,T0000159
short,0.002,206.532,35100,35100,34600,35600,T0000159
shrot,0.0046,207.6615,33600,34100,32700,35100,T0000159
flat,0.0261,207.9549,37100,37100,36600,37500,T0000159
flat harmx,0.1469,208.0424,33600,33600,32200,36600,T0000159
flat,0.0153,208.6405,32200,32200,31700,32700,T0000159
flat,0.0117,208.8217,,41000,119600,0,T0000159
flat,0.044,209.475,39500,40000,39000,41000,T0000159
flat harmx,0.1192,210.3572,34600,34600,34100,37500,T0000159
flat harmx,0.1745,212.4175,37100,37100,35600,41500,T0000159
flat harmx,0.1448,212.7011,36100,34600,33600,40000,T0000159
short,0.0015,213.2654,45800,44900,44900,45800,T0000159
short,0.0076,214.4215,55600,55100,55100,55600,T0000159
flat-mz,0.0983,215.1505,36100,36600,35600,42900,T0000159
flat harmx,0.1438,215.512,35100,35100,34100,40000,T0000159
flat-z harmx,0.1474,215.7608,34600,34100,33600,39000,T0000159
flat,0.0455,217.2892,44900,44900,44900,45800,T0000159
flat,0.0291,221.4266,43400,43400,42400,43900,T0000159
complex harmx,0.1244,222.766,43900,44400,42900,47300,T0000159
flat,0.0788,223.64,44400,44400,42900,45800,T0000159
unclear,0.0122,224.0337,58500,58500,50200,59500,T0000159
flat,0.0348,224.195,46300,46300,41500,47300,T0000159
step down,0.0435,224.3532,45800,45400,42400,62000,T0000159
flat,0.0506,224.5335,42400,42400,41900,42900,T0000159
flat harmx,0.067,224.9093,44900,45400,42900,46300,T0000159
flat,0.0337,228.7539,42900,42900,41500,43900,T0000159
flat,0.0174,228.9305,41500,41500,41000,41900,T0000159
flat,0.0128,229.1194,,42400,119600,0,T0000159
flat,0.064,229.3161,44400,43900,42900,44900,T0000159
flat,0.0199,229.6709,46300,46300,45800,47300,T0000159
flat,0.0988,230.3902,44400,41500,40000,45400,T0000159
flat,0.0512,230.7153,44900,44900,42900,45800,T0000159
flat,0.0757,230.8567,40500,41000,40000,42400,T0000159
flat,0.0558,231.0302,42900,42400,41500,43400,T0000159
flat harmx,0.1146,231.1915,39000,38500,33600,42400,T0000159
flat,0.0834,231.3978,39500,39000,37100,40500,T0000159
flat-z harmx,0.0839,231.6974,38000,39000,33600,39500,T0000159
flat harmx,0.0271,231.8658,41900,41500,40000,44400,T0000159
flat,0.0307,232.0035,41500,41900,41000,43400,T0000159
flat,0.0348,232.6932,42400,42400,41500,43400,T0000159
flat,0.0435,234.0531,44400,44400,42900,45800,T0000159
flat,0.0138,234.6142,44900,44900,42900,45800,T0000159
flat,0.0138,238.5105,53700,54600,53200,53700,T0000159
short,0.0015,239.3113,61500,61500,61000,62000,T0000159
short,0.0066,247.0405,,59500,119600,0,T0000159
flat,0.0501,293.0954,45400,44900,43900,45400,T0000159
complex,0.0563,300.2864,46800,47300,46800,48800,T0000159
short-ur,0.0025,300.5491,54600,53200,53200,54600,T0000159
flat,0.0368,305.4935,51700,51200,47800,52200,T0000159
flat,0.0209,305.6809,50200,49800,49300,50200,T0000159
flat,0.0634,330.4954,,42900,119600,0,T0000159
flat,0.2831,330.7566,37500,38000,37100,41500,T0000159
flat,0.1566,331.7125,45400,39500,39000,46800,T0000159
short,0.002,441.0091,43900,43900,43400,43900,T0000159
flat-z,0.0133,466.6014,44400,39500,44400,44400,T0000159
flat,0.0184,505.432,76100,76100,75600,77100,T0000159
short,0.0122,520.2298,48800,48800,48800,48800,T0000159
flat,0.0604,520.3579,52200,51700,48800,52700,T0000159
flat,0.0122,520.4469,,45800,119600,0,T0000159
flat,0.0189,520.6282,49800,49800,119600,0,T0000159
flat,0.0291,521.1586,51200,50700,50200,51200,T0000159
